Index,Comment,Height(Inches),Extra,Weight(Pounds)
19861,Ok;,66.75602,"Question
Trial
",118.3912
19862,"Reach	Treat,",66.35767,"Its	Human,Task	Nearly,",111.1497
19863,,66.73085,"Mrs|Series;Interest Significant
",119.8054
19864,,65.89961,"Likely|Name|Hour,Fire;",122.6803
19865,"Set;Among|Next	Thing,Parent,",67.4191,"Start;Put|Role,Page
",143.7547
19866,"Wear Address,Soon|Ask,Center	Result;Last,Trial Official;That
",68.24369,"Economic,Nice	Wife ",131.5036
19867,"Visit,Near;Quickly|Total	Return	Trade ",66.7219,"Draw|Growth;Sport	Such Mrs,Force
Purpose
Room
Upon	What,",103.6644
19868,,70.74214,"Need
",130.2358
19869,"Guy|Boy,Today
Activity You	",67.20501,"Include,",126.207
19870,"Place	Newspaper;Expect Notice
Cold
",70.21431,"Score Board,Person;World,Study|Prepare	Guess
",132.2408
19871,"Win Anyone
She,",64.26213,"Real	Structure;Several;Choose Cause|Around However	Them
",119.1471
19872,"Capital
Most,Lot Rock|Week,Purpose	Happen|Occur;Article,Building	",67.14367,"Out Series;Yes,Build Help,Story;Get
",97.69037
19873,"Thought,",68.72736,"Speech|Anything,Range	Drop;Not
Also Pull;Man;",124.143
19874,Born;,68.55679,"According	Two Sea
You Wife,Century	Particularly
Probably	",102.8629
19875,"Number,Wrong;He|Mr
Color,Morning|Audience,Clear|",66.29825,"Fear	Buy|Happen,Mention|Conference Not,Student,Police,",126.6865
19876,"Notice
Center	Lawyer,",68.72175,,133.4487
19877,"Seem
Person|Include,Born,Name;Republican
",69.87889,"Defense|Fill,Discover Try
Quality;",139.1403
19878,"System
Cut|Buy Ahead|Find
Much;",65.49782,"Rise;Act Commercial;Whatever Everybody
Appear	Must Student|Write;",133.31
19879,"Collection	Popular
Down
Subject	Today	",68.17108,"Put,College	Similar	Him Investment	Thank	Until;Environment
",110.079
19880,"Miss	No|Strong	According,Past	Voice;",66.70977,"Writer;Sometimes|Worker
On|",119.4087
19881,"Part|Pm,Able;Industry;",65.56874,"Source	Rise,Response ",125.6166
19882,"Huge Goal|Then
During;Student|Television Measure;Man|",69.49271,"Understand Building|Avoid	Than	Tend Important
Foreign|Wrong ",132.6257
19883,"Push
Head	The,Follow	Table	",69.51683,"Line;Unit
Again;Vote
Body	Develop
Standard Wide ",141.4084
19884,"Physical,Win
",66.7906,"Anything,Yard,Present	Focus
End Financial|Animal,Read
",143.8571
19885,"Up
Daughter
Final|Think|Myself,Commercial
Magazine	Sing,Reveal,Real	",70.21997,"Accept	Attack|Establish Us,Physical;School|Day;Traditional;Sell;",121.1117
19886,Force In|Thank ,70.24793,Fine|Anyone|Treatment|What|North|,129.4589
19887,"Blood|Change
Get;",67.80678,,141.4006
19888,"Bad	Explain;Best Condition,Manager,Strong	First
Seven|Will	",70.97413,"Push;Have,Radio	Sport Much
Risk;",128.1364
19889,Soldier Reflect	,69.75903,"Deal Necessary
Hundred|Because	After	Begin
Apply,Whole Space Recognize	",155.8943
19890,"Easy	Bit Music,Throw	Want;See	",69.15573,"Example Note,Popular;Station
And;Firm
State Stock|Throw
Firm;",139.2332
19891,"Author	Player|Reason,Decision	Range ",68.27188,"After;Far Work;Mention,Scientist;Believe Fact;",140.4572
19892,"Reason;Ten|Fine
Assume,Partner|",67.52736,"Threat
Bring Relate	Pick,Bar
Put;",120.8998
19893,"Technology
Draw	Other,",68.11677,"Teacher,Edge Young;Interesting|Offer,Born	",131.2058
19894,Administration|,65.96669,Indicate|Chair|Morning Foreign Even|Change|,134.5409
19895,Manage|End|,68.82825,"Myself,Wrong Anything ",125.8735
19896,Cost;Race|Institution Story	Network	These	Series|Degree ,67.64802,,128.2415
19897,Southern;,66.56822,"Party
Television
Throughout
Stay
Another,Your|Between	Staff
",129.7301
19898,"Minute|Interview
Water,Next|Child	",67.92216,Happen|Method ,108.3181
19899,"Respond,Wife;Bar
Democratic,Raise Chair|Chance,Prepare
Notice,Trade|",70.16196,"Though,Understand Paper,Character Other Act|Voice
Camera,Move
Door;",114.9037
19900,,66.40088,"Soldier
She Decide
Film|Life
Create,",126.6422
19901,"Such	Activity
Several|Wonder,Indeed
Act,Truth Good	Clear|Least;",67.98154,Determine;Beautiful	Herself	,135.6363
19902,"Raise;Argue|Wide	Station There
Cut,Occur;Last	Fish	",64.99081,Very|,116.9649
19903,"Seem
Seek;",71.5318,"Stop	Enjoy|Of
Catch|Ask
Movement	Stop
Ability,",142.0447
19904,Discover	Phone	,63.2937,"Low;Add;Management,Make|Threat|",119.9139
19905,"Whole;North,Hair Baby,Design	Catch	Teacher
",67.63379,Television|From|Subject	Those;Performance	Firm;,150.7738
19906,,68.18959,"Finish|Top
Add|Nor;Company
Might,If|",140.7606
19907,"Today	Change	Five;East
Every;Piece	Attention,Including|Design;Rest,",68.28412,"Address	Indeed Do|Purpose	Box,",124.5525
19908,Customer;Human ,66.9256,Marriage Behind|,136.9907
19909,"Difference|Health Sit
",68.68962,Voice|,116.8921
19910,"Occur,",69.26219,"Hotel
",124.0692
19911,,69.7399,"Sell
",137.5653
19912,"Trade	Occur,Type|Lot,Focus Again	From Know;Soldier;",69.78169,Receive|Drug;,124.2681
19913,"Blue Away Condition
Hope|Maybe|",68.89306,,118.0353
19914,"Figure,Late|Dark|",65.92005,"Staff
From Pressure|",129.992
19915,"May,Necessary Tough
Level	Task Improve,Pattern	",69.67499,"Authority;Break,Music;Establish,Take|Age	",114.8889
19916,"Research;Civil Build,Last|",70.18064,,120.8334
19917,"Performance
Organization
People,Morning;Blood,Some	Want
",68.31191,Avoid|Congress ,128.3317
19918,"Answer Indicate;Affect Space Language,Team
Agency Teacher	Here
",69.27083,"When Add,Forget
Anything;Child|Cell;Nearly|Become;",118.5856
19919,Most;,69.94767,"Magazine;Professional;Score Garden;Significant,",125.403
19920,"Whatever|Color
Energy Party Wall|Opportunity
",63.84479,Season|,111.7573
19921,"Program,",69.72054,"Still
Pick,Somebody;",125.5533
19922,"International|Same,Today	Which	Level;Little Town|Get	Shake ",69.6911,Paper;Receive	Design|,117.1674
19923,"Common Rather;Should,Season
Candidate,",68.25765,"Only	Small;Attack Republican	Rise
Science	Employee,",132.8261
19924,"Heavy;Dark
Gas,Shoulder	Year|Affect
Here,Finish;",66.49187,"Nice Vote	Direction;Future|Just
Enter|Quickly,Art|Heart ",125.1728
19925,"Green
Believe;Would,Trouble,Important	Treatment|Nothing;Their,",66.2833,"But,Someone;Already	Their Speak
Force Coach,Feel	Ball;Style
",121.768
19926,"Total,Receive
Something
",69.49919,"Study;Left
Ability
Morning;Compare,",123.5578
19927,"Everybody
Along Technology,Kind;Before,Science,Theory
Term|Eat Where;",66.78395,"Fight|Anyone Voice
Catch,",153.494
19928,"Entire
Decade|Discuss|Space
Box,Approach;Car;Day Minute Employee
",69.53808,"Sport|Value	Step
Rest|Hair,Example
Gas|",152.2727
19929,,68.26418,"The
Then,Ten Special|Very
Value|News|",137.6226
19930,"Number Right Public|Suffer
Season,Other,Reach,",70.75474,"Street|Read
Movement|Fact
Writer,What;Authority
",138.2314
19931,Until;Available|,66.34255,Camera;Fight Above;Attention;,135.4049
19932,"Audience;Crime	Himself|Painting;Early	Whatever,Expert;Seek ",70.56467,,121.9766
19933,"Expect
Road,A Site|",67.88689,Energy;Toward	First;Contain	Field;Character;Very	Make Seek|Among ,142.8679
19934,"Tax|Your|Story
Question;Great
Seat
Design Expect|Few	",67.40779,Local Follow	May|,110.0451
19935,"Now	Paper,",70.88991,"Maybe	Middle
Around;Total|Price
Really,Conference All	",141.9247
19936,"Ground
Force;Future|Perhaps;Attention	Five,Magazine,True|Whole|",68.45421,"Increase
Teach;Lawyer	Finish|Low ",122.053
19937,"Buy|Yet Nor Sell	Account
Side;Sound
Their,Even;Surface;",72.14473,"Kitchen|Party	Leader	Instead
Owner|Five	Concern
Coach
Weight,",138.8158
19938,"Individual Though
Lead|Another;Ten Agree Style Give;Husband|Them ",67.65045,"Least;Song Mind|Report Edge Fast,Can	Pay|She	",125.5035
19939,Scientist Mr|Capital	Different Speech ,68.39678,"Realize,Go
",132.4804
19940,"Next
Through
Smile|Read	Security	Later|War,Hope|",72.84591,Themselves|,136.0289
19941,Foot Million;,67.78233,"Change|Believe;Gun|Perform	Ask	Citizen|Entire|Question
She;",125.8292
19942,"There
Maintain Catch Special;Science
",66.10641,"Source,Friend
Among|",109.5937
19943,"Follow
Where	",70.18598,,127.0676
19944,"Second,Range,While;Card,Role
Finish;Also,",65.30154,"Modern Soldier Pull;Growth|Receive;Goal
To,Record|Manage Southern,",132.5025
19945,Writer|Not;High;Ability	Entire|Produce Rate Office;Wonder|Knowledge;,67.26947,Deal|Decision;Rise;,124.3345
19946,,70.78309,"Reason
Lay	Appear
Necessary
Process;Own	Responsibility Inside|Personal|",151.569
19947,Gas;Including ,65.97508,"To	Party
Mind,",132.6737
19948,"Research|Large|Recognize|Father Sport	Total
Front;Which Its;",70.00396,,110.0049
19949,"Yet
Financial,Look
",67.10731,"Available	Statement,What Computer	",97.30055
19950,"Book
Play	Chair;Result;Onto	Recognize|Task	Quality Song ",67.53817,"Question
Color Address|Expect;Boy Former;",121.8995
19951,"Hope Rise Find Herself	Military Claim,Effort Force|Fill
",68.50307,"Leave|Mission Live,Along|Chance|High;Quite;Service;Real
Scene
",128.1864
19952,"Pretty;Participant	Everybody
Little Morning	",65.67232,,122.9823
19953,"Carry	Of,Door Spend,",66.09352,"Security|Environment|Center Guy
Head Design ",127.0341
19954,,68.5779,"Present
My,Around West
Sit	",138.1229
19955,,68.91832,"So|Choice
",125.8024
19956,,66.54757,"Wall Similar Name
Memory
Ten
Week
",118.9779
19957,"Nature|Pick|Race Number;Alone Degree Police,Contain,Base ",66.30367,"Inside|Address Scientist Call Detail,",106.1037
19958,"Task|Religious;Job,Foreign;Involve Idea ",67.09517,,139.1474
19959,"Ball	Guess Factor,Also|But,Economic	Once,Must High Grow
",67.48033,,133.0521
19960,"Use,Arrive Give Range	Hear	Nor|Research|Seven
",68.6264,"Campaign|Arrive,",126.1881
19961,"Finally;Might;See Just|That,",67.43831,Pass That|Best|,121.3548
19962,,66.67599,,122.0323
19963,"Subject,Who,Response,Sort|Visit;During Common Decide,Force	",64.52116,"Law|Forget
One
Behavior|Growth ",121.3941
19964,"Situation,Pm Way	Guy;Medical|Picture	",69.79005,Down;Effort;Blood;,143.503
19965,"History,",67.22173,"Beautiful Father	Think	Again
Picture;",122.6996
19966,"Sister Size;Kitchen Best	Least Drop,Cost	Analysis	",66.4933,"Gas,",115.2943
19967,"Yourself;Him Up;Affect,",65.26414,"Southern	Others|Position,Within
Space Around
State,",120.4538
19968,"City,Tax State|Practice
",66.56788,"Fill	Left
Green;Pressure,",127.3631
19969,"Interesting;Himself	Instead,Program,",65.89813,,121.6184
19970,"Bar;All,",69.70797,New|Five	Thing ,127.6245
19971,"Whether Newspaper|Least,Each Prevent,Church
Expect ",67.9721,"Anything|Throw;Six,Measure Along;School Example,",113.4425
19972,"Democratic
Community Help Throughout,Direction
Never Benefit;",65.86077,"Official;Business|Enjoy,Hope,Music;Card	Common	Main,Sign ",98.2528
19973,Four;Spend|Put;,65.02716,Mission|,125.143
19974,Side	Game	Where|Up Market|Rise	Sing	,68.48686,"Throughout|Before
Because;Business|Kind,Realize	Chair	Also ",143.42
19975,"Red
Rule;Guy Smile,Fact;Southern
Drive	South;Analysis,Ground
",67.99138,,125.5912
19976,"Hospital|Both|Exactly Push;Improve
Middle,Sell	",70.2878,"Performance Seat	Ball|Cup,Care Simply;Candidate
Toward,Present,",140.5505
19977,"Somebody
Person;",67.29468,Executive Arm Fund;Line;,123.9692
19978,Tend	Within;Seem Product	South Person ,68.26174,"Level
Culture	Its;Front|Character;Second
Economy|Common;Not	Poor;",113.2655
19979,"Pull Wide|Ready Investment
Near
Company
Church;Piece,",72.25625,"Stay|Call,Or|Theory,But	Artist|Determine,",136.0435
19980,"End;Son	Stage
Behavior;Well;",65.0702,"Available,Grow
Grow Cut,Ok;Rest	Through
Business;Issue ",119.358
19981,,71.08894,"Method|Later	Long|Say
Understand|Nor Away;Necessary
Organization|Decision;",135.0485
19982,,68.25279,"Ready;Top,Nice Serve|Hit
Worker|",133.0544
19983,Exactly;,66.785,"Major
Soon|Per|Quickly
Create
Hundred|",128.2321
19984,"Floor,Choose;Within;Must Second	",67.62555,"It;Black
",116.0675
19985,"Gun Blue	Dream;Add	Himself;Rich|Goal,Beat;Usually ",63.94658,"Entire	Tough	Far;Attack,Country	Nor|At;Big ",121.0392
19986,,68.94779,"Simply|College;Generation
He|Lay Either
Couple;Major	",124.4974
19987,"Many;Study;From
Off|Real	Stage Old;Read ",67.64244,"Future In	Degree
Unit	Author|Six;Between	",135.1131
19988,"Listen,Situation	Fish,Nearly,Face;",68.50966,"Matter Forward,Team|Look	Ever	Perhaps|Actually|Rather	Save
",138.6605
19989,"Out,Couple Bar Husband,Throughout	Effect International Culture;",68.9745,"Way Within|Best,Network|Unit;Yourself
Maintain|Throw,",118.8841
19990,"Here,Language;Want	Plan
Friend	Bring;Rock	Hundred	",65.93037,"Media	Current,Write	Common;",139.6622
19991,"Fish;Unit|Too
Should Hope
Discussion	",68.82556,"Kid;Democrat;Brother|News
Course;",139.9606
19992,"Yourself
Ground;Including|",67.93484,"Someone,Crime
",121.858
19993,"Example|City;Control,Them|Above,Too;Law|Owner,End ",66.37528,"Learn|Collection
Too|Economy|Catch Out	Window|Well Artist;Within
",118.5364
19994,"Next
Executive,Meet	Several,Require|",67.22561,"Treat|Treatment
Trade|Type|Eye
Air;Citizen
",137.6765
19995,Sell Effort Beautiful ,68.95225,"Yard
Example ",127.904
19996,,65.27908,,117.0884
19997,"Century|Including,World	A;Father|",67.65755,"Choice;Focus
Feeling;Watch|Forget;",123.9277
19998,,66.69201,"Soldier
West
",116.5055
19999,"Almost Blue Great Theory;Perhaps|Concern
",65.78102,"Lead,",104.7543
20000,"Single,Ground	Out;Between	Good|Follow;Traditional|Radio ",68.07045,"Relationship	Training,Dark,Suggest,Suddenly	Force	",129.6798
20001,"Race,",69.0,"Trade|Morning|Would|Want|Around
Positive Wear;Read|Fine ",135.3616
20002,"Throw	Majority Pull|Require
Drop
Individual	Big
Imagine|Rise	Inside	",69.10487,"Grow	Also;Hear Program Picture
Live;",126.5316
20003,"Although Single
Because	",72.13193,"Receive|Discuss,Learn Hot
Matter|Reveal,Someone|Sea;",161.0239
20004,Up Rise	,70.90373,"Everyone,Affect|Carry Media;",145.6269
20005,"Share
Goal Car
According;Establish;Near,Quite	Station;Lay|Cup|",67.86807,Reality|,122.0075
20006,"Particularly;Catch,Would Again;Hot,",67.43892,"Region|Where
Someone	",131.4767
20007,Bag|East Prove	Help|,69.43118,"Employee|Drop|Turn
Data;A	Yet
",133.454
20008,,67.10359,"Series,May	Create,Win
Break	Part,",119.217
20009,"Few;Blue;Him
Hospital;Say|Result|Consumer;Continue Individual	",70.18149,Prepare	Decide|,147.2307
20010,"Return|Physical|Peace|Indeed;Establish
Modern
Director Degree	Shoulder
Dinner|",67.38918,Draw	,139.7066
20011,"Why Manager,Suddenly|Fast
Trade,No	Matter	Course|Professional,",70.45714,"Goal|East,Name;Huge,Car	Shoulder,May,Against;",139.7301
20012,Mention	Lay ,68.63421,"Best Hour,Ten
Research;Where;Pattern,",115.9739
20013,"Room Quite
Upon,Unit
Coach
Result;",65.62218,"Too
",136.3392
20014,"Catch	Check;Just,Sit	Weight
History
",67.06349,Stuff ,123.1228
20015,Admit;Management|From	With;Purpose;Girl	,67.30641,"Author|Then,Expect;Best
Animal	",98.95785
20016,"Us	Big	Forget Animal	If,Bag Structure|Lose,Wind Adult|",65.46606,"Continue Book
Well;Fall
Visit Huge,Through Able|Clearly
Treat ",106.7027
20017,"Determine,Available	Training;Happy	Manager,",66.53001,"Adult,Necessary Perhaps|Kid|Century,Girl
Matter;Page,",121.2127
20018,"Claim	Somebody	Agent;Someone,Hit,Stay Ask,Different
Yet|Family|",67.3778,"Coach
Heavy|Gun	Dark|Tend	How,Letter
Ability|Thus
",114.9383
20019,,69.32271,Throughout	,115.2415
20020,,66.7957,"Type|Everybody Simply
Happy	Network ",128.4932
20021,Ever;Young;Professional|Fish	To	Leg	Senior	College	Company	Buy ,65.32407,"Born So
Sell Let;",114.5338
20022,,66.55935,"Represent Light;System|Wall	Traditional|Include
Accept	",121.121
20023,"Beyond;Assume,Four|Type;Agent|Doctor;Body,Daughter|Travel
Prevent;",66.00505,"Pick;Magazine Thank,Call|Ground|",126.9795
20024,"Current
Newspaper	Total,",69.59739,Design	Guess Night|Miss Radio|Contain	Couple;Yes;,152.8693
20025,"Idea|Give Maybe
Knowledge,Oil
Fact	End ",66.09583,"Try,Camera|Mr,Throughout,Ever Analysis	Those,Onto;",120.371
20026,"Ago
Tend|",69.36726,"Machine,Today	Society	Move;",118.9293
20027,"Born
",72.00809,"Option|Another;Only	Mouth;Book Amount	Kid Vote,Painting	Party|",144.9995
20028,"Organization Finally,Meeting Garden|Close,Time Into,",66.88928,Member|Kind;Ten;Direction ,110.721
20029,"Theory;Challenge,Become;Job	Figure,Price|Send;",66.40722,Religious	Simply Few|Series ,123.5727
20030,"President;Least,From International
Her,Job
Room;",65.5385,"Prove;Night,",119.9828
20031,"Deal
Huge,Direction	Religious
Soon	Institution	The	",69.55926,"I;Quality	Any|International	Stop;Son Girl,Factor,Again,",138.0278
20032,Why Kid ,69.81405,"Fight Whether Prevent	Fly Prove,Age|",122.6454
20033,Month	My|Seek;Discussion	,69.91993,"Quickly;College
International,Poor|Light	",144.7208
20034,"Item
Step;Economic;Hand
Under|Clear	Including Matter	",70.0879,Section;Leave;You|,122.9645
20035,,66.23051,"Cut;Catch Top;Structure
Field;Candidate,Reach	Through ",99.104
20036,"Skill,Someone|Summer	Least|",67.61818,Real Agency According|,141.2592
20037,"Fine,Middle,Air ",68.58143,"Election,Camera
Main	Miss|Life;Why Career
",125.3615
20038,Building	Example	Out;,68.15695,"Political,Age According|Along|",126.2308
20039,City;,67.512,"Just	Officer	Task
",126.9866
20040,,70.76552,,142.9296
20041,Member Answer|Wait ,69.26234,,143.2527
20042,"Hot Any;Defense Director Sort;Community,Kind|Everyone	",68.32817,"Republican Positive	Control;Simply	Under,Respond|Hard	Difficult|",132.7759
20043,"Single	Degree|Stand Particular
Congress,Form
Before;",69.51257,"Computer,Common,Everything;Tonight	",113.2856
20044,"Collection|Really|Fall	Area	Day
Threat Evidence	Enter|",70.02706,Determine	Common	,129.0559
20045,,66.82483,"Thousand
Those Minute|Lose|Left,Other	Practice ",115.5469
20046,,69.03162,"Structure,Blue Close;Major;Tax|",142.6512
20047,"Which	Ready;Lay
Back	Western;Woman	Help,Order
Career
",67.60125,"Window|Language Blood
Continue;Young	War
See
",125.5298
20048,"Color	Describe,Address Just	Boy,Economy|Along
",69.25415,,127.9935
20049,Call Rate|Capital;Put;Perform|Modern ,68.10161,,115.5621
20050,"Baby Under;Among,Main;Card
Including,Rule Remain ",67.65047,Range Suggest System ,123.7327
20051,"Research,Mouth
Tell	",70.96123,"Act;Hotel,",136.3127
20052,"Teach,Organization;Term,View ",68.41146,"Check,Election
Stop,Blue
Article
Establish
Me,",131.7994
20053,"Dark|Level,Kind;Herself	Form;Pattern	Test ",67.37012,"Add
",109.7773
20054,"Degree	Far
Series|Doctor	Me	Data ",66.75139,"How,Floor;On,Fly Left|Experience;Bar,Teacher
",123.746
20055,"Our|Keep
He;Serious|Personal
Though;Phone Up
Enjoy|Professor,",67.13334,"Financial,My ",121.373
20056,"Course;Low	Common;Occur	Tell Trip|Should,",67.77926,"Task,Campaign
",110.8057
20057,"Leave;Bit,Actually	Free;Call|Score East
General,Along;",66.97201,"Food Serve
Federal,Thank|Loss	Cause;Coach;Price	",112.4094
20058,"Teacher	Smile;During
Interest
Environment
Including;",69.62951,Animal	Among Many;Head	Woman Possible;,130.6875
20059,Field Within ,67.00845,"Stop	Meeting,Store,Commercial;Hundred Far Site	",122.5204
20060,"Shoulder|Man,Whom
Remain,Through|",65.84782,"Quickly;Manager|Common;Upon
Human,Edge
Culture|Past|Language ",110.4676
20061,"Base
Their
West,Against;Long Letter,Man Result Might,",68.74982,"Each;Authority	Seat;Fight	Modern	Campaign
Benefit	Force|",137.4344
20062,,63.46219,"Now,Among|Sport;",131.6278
20063,"Keep,Design	Bad|Trip	",68.28298,"Bad|Worker
Join;Stop;World
Compare|Lead;Such|",121.9196
20064,"Indeed|Move
Inside;Race|Current;Decide|Difficult ",69.08611,"Article|Floor|Although
Center
",128.7246
20065,"Red
Parent	Stock,Seat
Institution;Growth
Way Establish
",67.51138,"Thank,Mean;Attention;Speech|Mission;Spend;Above Late Work	",126.3069
20066,"Coach|Fear
Not,Talk,",67.91991,"Eat;Big|Open
Fire
",122.2827
20067,Ground	,70.05535,"Space,Sport
Thing,Happen Senior,Strategy;Million
Imagine
Reduce	Need
",142.0311
20068,"Present Artist	Commercial,Yes
Else	Wrong	",67.11741,,111.0611
